SalesID,SalesPersonID,CustomerID,ProductID,Quantity,Discount,TotalPrice,SalesDate,TransactionNumber
1999960,8,45462,82,12,0.0,0.0,2018-01-29 17:02:40.420,HO7XXNGV40MS9HO6856P
3353599,13,2612,107,1,0.0,0.0,2018-01-13 15:43:52.930,TEPEFAOY5AJNPLS9YF8T
6718828,9,32184,331,9,0.2,0.0,2018-02-21 11:58:57.520,UXNCGGBRGKHYOGDQHU83
64278,13,16131,282,5,0.0,0.0,2018-03-05 07:15:51.660,UPSLK1R8PAJ3BF17GVWZ
2545594,6,52901,216,14,0.2,0.0,2018-01-13 10:30:22.570,RH0LHD1HSCVZ26K6503Y
3808021,2,82140,210,21,0.0,0.0,2018-05-07 21:44:14.490,FGAN6VXQ77TXSJZG0KF8
6314971,21,70121,188,18,0.0,0.0,2018-01-13 17:05:06.040,0GWD1258D3SQGRXYUF5S
1026295,8,77601,219,20,0.0,0.0,2018-01-28 10:04:24.260,QQQNWGCWLJVG96FT4CQ9
6149765,4,1737,146,1,0.0,0.0,2018-01-03 10:24:47.970,WTUJZKMOVECIMG3C08EV
1665651,9,58858,195,15,0.0,0.0,2018-02-17 11:52:30.170,66DYTNY3GSNV0F7SL6RV
1068172,13,47509,188,13,0.0,0.0,2018-05-02 01:09:09.930,D807ZQTBALJ1F9NOCHV0
6446174,6,87770,395,23,0.0,0.0,2018-03-03 07:05:54.930,YP4ZWR4I3GW4JF4BXCBK
4655964,11,72285,292,19,0.0,0.0,2018-02-23 09:35:08.660,62HEXF3GSNZJUCM04OGM
1092036,13,91856,6,24,0.0,0.0,2018-03-16 12:11:35.920,3L47RPMGE9GY3R8LYDTJ
5999391,23,92859,161,24,0.2,0.0,2018-01-28 15:31:54.200,9U7X0PVE27AGSDDS8AVN
2433559,15,3338,295,1,0.0,0.0,2018-01-20 01:49:46.880,UMUIT4JGA8DTQQ5OY8X4
3908005,7,54965,206,14,0.2,0.0,2018-04-02 18:19:02.230,5GDX54U093PW3LS3H6F3
6362711,18,17104,372,5,0.0,0.0,2018-03-13 22:07:27.360,Z9GNCI8MO6ZSJOYLY7R4
5614270,12,36915,74,10,0.0,0.0,2018-02-24 16:24:24.780,ILONICEZ4H3NJYARCGNP
2024449,21,69183,183,18,0.0,0.0,2018-01-12 05:08:36.770,1Z56SI4DMWCLQ02JSXR4
5571870,6,61333,75,16,0.0,0.0,2018-01-27 19:52:04.840,304I7SN43NZACG7O4U3X
4381596,15,73523,193,19,0.0,0.0,2018-03-29 10:59:23.140,PO9EZW1STU9OC8EF06D3
4538711,6,20237,303,6,0.0,0.0,2018-03-09 16:58:31.050,VNXE4WHLM5Y3NO6OC4B7
4651818,17,59251,187,15,0.0,0.0,2018-01-02 18:40:32.180,89RCF1KSC73LS0CBS3Z2
2677467,6,96470,262,25,0.0,0.0,2018-03-23 03:07:35.600,OPSU3L9KG4HDPWQ6YEYO
813518,9,52262,341,14,0.0,0.0,2018-01-07 22:58:49.320,RJE93J2XZOCH0TNVF4EF
979054,18,92504,326,24,0.0,0.0,2018-02-02 01:04:14.760,0WF82F8M3MF0XU6U6P3Q
877734,6,63503,353,17,0.0,0.0,2018-01-20 08:37:20.650,K1JE4WPHYVQQS4UH3247
2848895,1,5234,283,2,0.0,0.0,2018-04-22 23:58:36.570,Q3DII3MO7KFBCEXW0RH1
2766920,1,85623,281,22,0.0,0.0,2018-02-01 03:01:46.970,IYGPMLNGYH6TYWVNKVY9
1459546,14,91753,419,24,0.1,0.0,2018-01-26 02:10:33.680,MEV3KHONTML25GETA51M
2987904,10,98354,408,25,0.0,0.0,2018-03-12 07:24:18.030,TAMMQ4P1IZ2BHJA12DJB
6073300,11,37526,115,10,0.0,0.0,2018-03-18 21:52:39.720,8FM4P528IGJ2VHI4C24M
1439152,22,44049,108,12,0.0,0.0,2018-01-15 11:25:58.230,BDXIY38SGGLPXNMA0U8C
2165987,1,78983,430,20,0.2,0.0,2018-03-07 22:13:40.020,TGSQ2HRYER0FMBHBNDGM
4953591,17,22505,217,6,0.0,0.0,2018-02-26 14:30:05.940,1HRD7HFQRFT8QKM4VBCG
3625207,5,94516,282,24,0.0,0.0,2018-01-03 13:34:05.680,K4LTQK8IG11OFFY0ENS9
3093614,2,94783,126,24,0.0,0.0,2018-03-14 06:21:02.670,6YPG9T95WP0CG4UC333I
2919899,7,23068,67,6,0.0,0.0,2018-05-05 15:25:18.840,0WY9KRX90JHBYSCYBE0M
1150621,16,23086,246,6,0.0,0.0,2018-02-14 07:27:00.880,1XB0FB30RW55B0AST9EZ
3286947,6,50096,419,13,0.0,0.0,2018-04-17 06:42:04.370,J2YKDZ0Z3C1PIL07DZ7D
5763274,8,5519,294,2,0.0,0.0,2018-05-07 06:57:25.150,G89IU1L6F8T8DU5GL0L1
4885476,20,16385,74,5,0.0,0.0,2018-05-08 19:32:52.960,4QBSC18I254Q3MPLKZKJ
501991,14,21572,84,6,0.1,0.0,2018-03-08 13:31:39.840,Q8GJPKVGFSBRZI15LDLX
190393,23,17034,442,5,0.0,0.0,2018-02-28 16:22:12.930,3Z3B9JNNQZ01SZQ7VS5N
4721928,6,91237,440,24,0.2,0.0,2018-05-02 03:06:20.670,QD9XZPFIMVGAWO2WQITA
1596237,9,13633,345,4,0.0,0.0,2018-04-27 10:15:14.130,QGVVZGHPCE3DUW2LVRTK
5995652,16,42083,21,11,0.2,0.0,2018-04-10 13:03:54.510,THNJBDEAX3FO9QNOZSPF
3276389,18,51524,85,14,0.0,0.0,2018-01-14 10:44:35.130,NVLXZGES9042HHMNJWVK
85757,21,81981,349,21,0.0,0.0,2018-05-05 23:04:27.330,4ZBQ2JCKWRC6RW46D53H
5048388,15,63424,288,17,0.0,0.0,2018-02-21 19:06:54.160,M4F8TM6HG9O5RH4MP17Y
4330342,6,47015,161,12,0.0,0.0,2018-01-12 23:43:19.870,V1OZAC0NYY9IZAL3H31I
3444910,18,44250,226,12,0.0,0.0,2018-03-24 22:35:36.360,KG57WHZ4532BUZ28ANQR
5846019,15,93470,184,24,0.1,0.0,2018-01-15 13:48:27.410,MK6OR1C0M0UQ2AL7G5X5
4767766,23,57157,229,15,0.0,0.0,2018-02-05 14:54:44.950,140M7JLOYS0OKKNBWUXA
1011275,3,53106,73,14,0.0,0.0,2018-02-11 18:25:36.600,NOGHICSFTO2FGJLMSWWV
162918,23,5288,79,2,0.2,0.0,2018-05-07 04:48:43.440,HKGLB9WZR74FFGRIRQV9
6521351,15,30975,139,8,0.0,0.0,2018-01-27 02:18:20.250,IF09PXJ0HJ5NZKE5P9WX
6050000,18,60247,173,16,0.0,0.0,2018-04-10 14:37:45.150,BUAA491NF94TR3UWW43S
351959,9,10920,314,3,0.1,0.0,2018-01-07 00:20:03.060,BZUZCUORTBV32DK70R7W
5629494,4,55504,76,15,0.0,0.0,2018-04-18 18:56:05.610,5JPDB65TQMGAO55YNJPK
6061833,1,46153,52,12,0.1,0.0,2018-01-28 22:15:43.730,HAN60GZPZUTQJ2P51H02
4329031,20,58227,319,15,0.0,0.0,2018-03-24 12:37:44.390,69J1EQI8DWTBJUI9UL6N
3524018,1,65518,49,17,0.0,0.0,2018-05-01 08:02:53.580,SC7IAXD680NLI2ERLD5H
2597821,9,84063,254,22,0.0,0.0,2018-05-07 11:48:04.470,KCQ7IK0B2SXE89HVD0N1
1192038,16,53846,381,14,0.0,0.0,2018-04-06 13:21:03.710,DM4XNZ4T1U1HI2JDCBD9
178714,8,74546,401,19,0.0,0.0,2018-03-21 08:57:57.110,XX1YI7II02NGXP99UKVP
1858612,21,38637,292,10,0.2,0.0,2018-02-21 06:41:11.890,WNJVYZS4N9M8637UIC0U
2994876,2,35122,365,9,0.1,0.0,2018-02-05 10:29:25.430,E9P720SEN5E296TZKM68
6718150,3,14651,335,4,0.2,0.0,2018-02-27 01:32:31.080,UKDWBN1J71H62T0K4DUR
1704772,12,87869,446,23,0.0,0.0,2018-02-23 09:46:50.240,481VH1DF7IWDDOHH0NRR
6427112,9,59502,206,16,0.0,0.0,2018-04-18 00:16:14.870,IN7AWB3613K4RI4ZPRPR
3875872,5,32781,251,9,0.0,0.0,2018-04-29 10:14:03.080,DZ3JWCXBH0A5VIO6WKGS
4165351,14,32990,193,9,0.0,0.0,2018-04-14 09:34:19.760,XJJJU11OVE6JYK2N5QZ5
4077354,9,17630,399,5,0.0,0.0,2018-04-14 20:14:29.620,VGFWF0OG1LXKTHO4VRDE
5442793,2,61884,227,16,0.0,0.0,2018-04-10 06:12:04.360,QEEZNYOYY95W3AVN2JJM
5250876,10,4793,451,2,0.0,0.0,2018-02-10 11:59:38.060,5RVU3PWSQOMHOFMAREMB
2357602,3,8223,251,3,0.0,0.0,2018-01-18 09:37:15.050,RVRZPKFLR5MR0R6MEWYX
1027011,21,32242,213,9,0.0,0.0,2018-04-21 01:29:55.590,ZJG5T7EQWFIKWVYAH4IB
2184646,8,24760,52,7,0.0,0.0,2018-04-06 00:20:04.350,6YVT8ZPKM6DN5CGYEN5J
4622314,18,94302,342,24,0.0,0.0,2018-04-23 11:22:07.750,KBKBIHIFYQ24AJCNW5S4
6377405,19,24692,420,7,0.2,0.0,2018-02-04 21:16:57.140,5NLRZGRIUIW7ZIBSG8LG
4311852,7,71686,413,19,0.0,0.0,2018-03-03 12:42:40.610,DH3KAW3QG4U4TIJTDGTB
2743788,23,39152,2,10,0.0,0.0,2018-01-21 17:50:01.080,IDCW2ZDZNLM36AWK6XQK
5254920,13,78313,310,20,0.1,0.0,2018-01-30 00:09:27.490,IUAL7UAONHGXXWYLXAX3
3588242,6,783,297,1,0.0,0.0,2018-03-06 16:17:42.770,NXHOZ75HZVN2QF2MSP3H
5836331,12,6151,197,2,0.0,0.0,2018-03-07 01:38:31.740,TKY7LQYO27A5P52WKAVX
5105103,20,29412,452,8,0.0,0.0,2018-01-04 04:33:20.520,W18UB56GIMZH87VKKZWC
6108782,23,79619,240,21,0.0,0.0,2018-03-14 05:38:25.860,3P56E5PF440F9G5GUACN
2531860,8,64596,283,17,0.2,0.0,2018-02-12 18:58:09.890,DIMX4NKHHCZKSK9NCCDD
5344746,5,53517,30,14,0.0,0.0,2018-04-09 16:35:10.880,B4C4WSNDL9CYM30VMH1Z
3720718,20,73385,253,19,0.0,0.0,2018-01-30 17:53:15.430,FZ3N0IEPKZL097CF324S
370378,17,1133,213,1,0.0,0.0,2018-03-05 22:33:38.090,7JV8405J61ZGKV4DK107
3508893,13,66408,164,17,0.0,0.0,2018-01-03 15:58:47.810,120ZKBSH5BDCOHW6AEN1
2157486,7,89845,160,23,0.2,0.0,2018-02-13 05:31:18.250,HDTDWGLLGFX1OCRJ5HDO
1350095,21,71226,427,19,0.0,0.0,2018-03-21 18:11:03.140,DI9DOE6995KFUCX3S0CG
2364855,18,30793,73,8,0.0,0.0,2018-04-20 03:17:29.090,5W961QZ1VM1Q8V57W64N
1910536,11,39294,368,10,0.2,0.0,2018-02-16 20:53:34.200,9BK2HDR7QYE96ZQS07MG
115489,4,9980,244,3,0.0,0.0,2018-01-07 07:33:35.520,Q1UCVVYS6W2MQAWX7K0K
3994468,22,18791,38,5,0.0,0.0,2018-01-23 20:16:38.090,2XP79VQYMHO7DO3HLX49
2656212,19,13715,71,4,0.0,0.0,2018-04-03 19:29:24.610,5W69CS3OQKZCS05Q8MLG
3837041,14,84205,117,22,0.0,0.0,2018-03-10 17:28:11.220,AA4XFQR352QPXZZ0WOUM
3550366,16,79820,223,21,0.0,0.0,2018-03-20 19:11:31.330,HJ4PYO0IP9E4RIL835Q5
2307279,18,64561,448,17,0.0,0.0,2018-05-09 08:11:51.620,FEV99RBRMXYLO5SRNOWY
5201437,16,81637,40,21,0.0,0.0,2018-03-19 09:14:56.860,33TZDCFSKASK03TXFIV1
3887235,23,26625,320,7,0.2,0.0,2018-05-08 16:29:05.530,BSLSV5S7XNIEK8BZB608
3724871,1,67528,295,18,0.0,0.0,2018-04-24 02:13:27.870,8B9D39COQOFEGP13SS93
6070947,16,2720,252,1,0.0,0.0,2018-04-27 04:15:00.180,XYKIK71KSUTP4ZCCJRC6
5875870,14,14423,227,4,0.0,0.0,2018-02-23 13:53:54.160,RZO2GDMSJR2AGMRYLP4Q
3148119,9,82256,21,21,0.0,0.0,2018-02-26 15:50:47.040,ZY4JLPT3N6A45RS1JGA5
4558075,19,10554,259,3,0.1,0.0,2018-04-03 09:54:11.980,9JU7SAQ0O7M37LOTNI7S
5826896,16,98600,436,25,0.0,0.0,2018-03-31 09:39:21.600,63B0SAROCLWYQKLP4IOU
4995565,18,93377,338,24,0.1,0.0,2018-01-04 21:05:22.800,DR7EUDSUF1B0990HIP02
1953746,3,67869,15,18,0.0,0.0,2018-03-01 18:01:41.420,TZWHDNUTR5Q7YQ588U44
5202705,21,5359,133,2,0.0,0.0,2018-01-11 02:35:44.100,UOBTH1WIPKI1MNDWOWO6
2545568,16,85042,279,22,0.0,0.0,2018-01-27 11:06:56.290,8BBRWKMSL3CDSFRHX727
2370717,18,25188,218,7,0.0,0.0,2018-01-26 03:39:24.250,K94UMAHKR3VAUT9N6ZMH
6467692,5,93737,40,24,0.0,0.0,2018-02-01 23:11:05.750,ZN8DOLK32D222NM4IM1D
2266829,11,18043,118,5,0.0,0.0,2018-03-24 20:57:42.890,2O74GA8Z1QYAAX4978LM
2902270,6,56212,253,15,0.0,0.0,2018-03-01 08:45:47.510,N8RJZLR83GNWE5CTIWPC
4710130,14,92324,440,24,0.0,0.0,2018-03-15 05:44:48.620,4C8MQ2QFEW1C298DD47K
1461905,20,46623,400,12,0.0,0.0,2018-04-29 18:42:54.040,N2K372GI1B4VGF82R23E
3098460,6,48778,165,13,0.0,0.0,2018-02-11 09:41:54.950,9WK35RBY5NJXC80BLFW4
361346,13,32435,1,9,0.0,0.0,2018-03-13 11:45:13.860,XEG9CFYUM34XO93ZL00L
4471831,5,81823,118,21,0.0,0.0,2018-03-04 21:27:52.540,LXY7VBEOWCHKJ4QW4GHL
5115605,21,20160,70,6,0.0,0.0,2018-03-12 07:59:49.020,U3CKHJ3MI0LB1T0PGSVH
4176536,11,67616,6,18,0.0,0.0,2018-02-19 10:42:45.900,384H9BF0DQFHS0VA424W
3841596,5,28586,181,8,0.0,0.0,2018-01-20 17:43:18.740,OD35QKNPWDDUK0SPHW3U
1183665,13,25970,163,7,0.0,0.0,2018-05-07 19:31:14.180,X00QQI1FVPF51KIEO16L
3650980,5,65296,162,17,0.0,0.0,2018-04-08 08:25:42.870,35SSE42KAIMZOLY0NTXN
4707510,10,88246,49,23,0.2,0.0,2018-04-20 21:52:07.770,AVRSITT8JJY2H03SBV9L
5309895,14,81718,299,21,0.0,0.0,2018-03-02 01:25:26.560,Z7P3VLOJB2Y6CP5HGOW6
2236179,19,58794,138,15,0.0,0.0,2018-02-16 00:10:19.050,DNIPSLB9DD5BKM78N2U1
4780429,18,17904,154,5,0.1,0.0,2018-04-09 10:12:40.350,NIW1G4BG73KLMLG1VMAF
5373206,9,38092,411,10,0.0,0.0,2018-02-10 12:59:09.010,BJFV2H7M23WC92XSO866
5404994,23,58421,12,15,0.0,0.0,2018-03-30 03:32:55.480,SGBORK82YLTUTDPT5JN2
1493104,2,97904,169,25,0.0,0.0,2018-04-17 03:49:07.350,B1CIKO31CUZAVAEDHBHR
3057963,19,68286,238,18,0.0,0.0,2018-02-19 03:58:33.360,FZNIFK2GT4O4CBFUE3NV
1879287,19,53822,291,14,0.0,0.0,2018-01-21 19:27:41.130,D0VGYYYOQEQC883JY2S2
3811207,20,58829,102,15,0.0,0.0,2018-04-20 23:58:15.660,YTWDDYDVW75H8YKIWH2E
598636,12,97441,109,25,0.0,0.0,2018-04-07 23:30:32.320,2ENMT2T2CRZ4HW30IRN9
5871800,20,48801,201,13,0.0,0.0,2018-02-04 13:21:09.470,M7KHYWDJYH0OHUXHGW31
1759694,7,81851,63,21,0.0,0.0,2018-04-25 21:23:55.190,3YOWPFKMNZV7T7H1JWPM
3886745,17,71800,344,19,0.1,0.0,2018-03-27 14:00:04.250,VW6URQXWGWZBA9YQY7Y0
4342543,20,86797,417,22,0.0,0.0,2018-02-24 03:23:00.890,3NO2XPFENBSAFQKFX9QZ
4248000,21,29522,189,8,0.0,0.0,2018-01-24 10:04:19.770,SKUO5ENZZ3QTU5YON14F
5987270,15,37916,246,10,0.0,0.0,2018-03-30 03:48:14.740,C3T35Q4XYKDYA3L68L14
6288373,2,89881,320,23,0.0,0.0,2018-04-14 18:21:11.250,2LWGN9W6PDEQU495GZU6
2947632,14,15287,215,4,0.0,0.0,2018-01-06 13:02:39.330,T0VL7O3NC2A0CSZOVWBE
6432687,17,59948,197,16,0.0,0.0,2018-03-04 07:51:16.570,U78ADJ7MMYZKWFL29M4F
153269,20,93111,277,24,0.0,0.0,2018-01-30 18:19:06.130,1SUPTJ2VJBW7J56TDQXW
4503597,21,82549,340,21,0.0,0.0,2018-04-13 22:24:53.120,6QT40H3HB0T7GAODWDBJ
4829976,13,69502,422,18,0.1,0.0,2018-03-01 11:24:23.310,4FRBDJO58EWHQJ83NO43
276395,9,31432,348,8,0.0,0.0,2018-04-01 13:52:03.470,QPVJ6UOOLYW11LR00IJ6
1013119,9,97575,405,25,0.0,0.0,2018-05-08 18:56:11.890,9M4O7FIU596M1WYP74FI
4092866,23,10216,144,3,0.0,0.0,2018-01-03 01:51:19.930,AGY63E92W9AVB6XS7EEZ
1906122,3,24673,195,7,0.0,0.0,2018-04-03 15:19:31.550,0QE4NN8ZW516DK6PNMH4
6260514,9,52780,119,14,0.2,0.0,2018-03-18 06:45:33.740,5OT6YWZEMD39G4DRJ77Y
4217811,7,60572,272,16,0.0,0.0,2018-03-15 01:01:40.460,JP23JDH159VWFR44QJD9
6072989,9,27322,58,7,0.0,0.0,2018-04-17 15:16:13.990,X3UALGAEQJMX8NF9AQQ5
4112833,23,91655,378,24,0.1,0.0,2018-03-27 05:06:31.080,EAUV5ETSEIQ9KR3RKN73
1277630,8,94757,398,24,0.0,0.0,2018-04-28 00:20:23.320,N1AGH60I7JWQ7BQSGZLI
211383,2,93549,111,24,0.0,0.0,2018-05-09 13:26:02.810,7PT53FATPG1EJ5FFD3RT
2861406,5,44651,382,12,0.2,0.0,2018-01-20 06:03:18.430,Q8DA0Z627X6HA33YCZLF
4333284,19,68535,251,18,0.0,0.0,2018-04-22 02:39:57.450,DBJAVD7R0FFF29NNK39C
3860701,5,34153,272,9,0.0,0.0,2018-03-08 14:20:37.970,79GRNDNMOFXV5SKZ88WZ
3081087,1,45371,282,12,0.2,0.0,2018-02-24 06:04:20.720,TH25OW895EVFU86JWTJK
4047737,5,54604,40,14,0.0,0.0,2018-04-20 04:18:29.530,IL50BYHREGIJ43YOB0X4
6437903,23,26812,329,7,0.0,0.0,2018-04-14 07:01:05.420,Q03BIU9Y58174NFDMLUG
2465947,17,66284,47,17,0.0,0.0,2018-04-04 12:57:36.640,HT02S8T79ODVLOABL0FV
2910861,7,9597,159,3,0.0,0.0,2018-04-09 20:11:02.860,KDFUMCQ38OJJ0M84ZGTS
5296487,19,32490,59,9,0.0,0.0,2018-03-02 05:00:21.280,C69AKUV1YJ7WD48RRTDO
3749524,12,82659,150,21,0.0,0.0,2018-03-13 01:05:57.910,Y2LHURRD2HD1E3LFJJZF
1619333,20,41456,367,11,0.2,0.0,2018-05-06 14:49:42.500,8X2L176ZWCYP962DZ7P7
2250166,10,88080,271,23,0.0,0.0,2018-05-04 11:22:26.650,ZRNLIH7EQ3SBGFWKLFYW
128237,14,11869,180,4,0.0,0.0,2018-05-09 03:23:01.080,BZRYTDKEFAGMEJJPICXS
904328,23,45572,308,12,0.0,0.0,2018-03-31 15:47:23.440,5YFS444H5S02LAH71BEF
3885286,21,38032,289,10,0.0,0.0,2018-03-30 20:54:41.540,FI8SL9U2RKNOZLGHM8TB
4864153,10,10573,65,3,0.0,0.0,2018-03-19 01:18:13.070,T8IRVD59SL2DJ1BREUMZ
305000,11,23036,169,6,0.0,0.0,2018-01-10 21:33:59.010,TOSVPZO2JRN98WFY44CT
89513,22,198,35,1,0.0,0.0,2018-04-10 10:52:51.260,S81Q1715012HVNMPQX2R
3611790,7,48769,353,13,0.0,0.0,2018-02-01 04:49:45.540,HPT4DAY61UZAPRH14Y0Z
6362522,18,83474,205,22,0.0,0.0,2018-01-26 20:06:46.210,WD3BNHIZNMWMTPWVRJHB
4257455,20,84458,397,22,0.0,0.0,2018-04-20 14:27:08.760,WBL32KPPYPKUWIM7I9UX
4036490,9,37830,170,10,0.0,0.0,2018-02-23 08:09:34.190,CCUDWYAG9SINDBLY8HQ1
4446566,19,34599,309,9,0.0,0.0,2018-03-07 07:39:43.780,SGSU81OLYLBJM4IPM84Y
5790166,16,21433,16,6,0.1,0.0,2018-02-03 14:53:21.410,ADVX8MA2J8XSYB9MURUR
4091427,21,38819,77,10,0.0,0.0,2018-03-25 10:29:02.060,V6ABZWUKG935BLS3UVVN
4621034,15,75526,428,20,0.0,0.0,2018-02-20 11:56:53.620,RC55GAMXSJ6IRRT5IUEM
66598,7,26572,339,7,0.0,0.0,2018-03-03 07:21:31.940,NSBJYS9OBY64X1SNBUXH
994400,20,38943,327,10,0.0,0.0,2018-02-10 01:49:27.170,OU5YXJ8QJBPBPZCB2248
4375390,7,28098,345,8,0.0,0.0,2018-03-13 14:12:06.150,EPT5S8ZAKLY3Z9MAIYSE
3438026,11,95120,103,25,0.0,0.0,2018-01-30 08:30:36.610,L0JWTUGCBQXA5IDBKJCA
1671112,15,78518,20,20,0.0,0.0,2018-01-04 19:18:39.640,T3FF349207XY0LVINN5L
180689,3,1005,386,1,0.2,0.0,2018-01-06 00:10:49.990,QUKQWIWWPD7VHDU56LGR
4852478,16,73793,150,19,0.0,0.0,2018-04-08 22:58:53.620,5E11IM86RXB03B0ZD4CP
3499849,20,78246,316,20,0.0,0.0,2018-02-03 07:06:48.810,PBKM9FT4AL48C05C500H
1864897,19,29010,236,8,0.0,0.0,2018-03-16 17:55:30.110,RIOYBHSTTCUL35ENMSTO
5833195,16,51338,357,13,0.0,0.0,2018-01-04 08:56:12.180,Y6L3K99VXE63KE74DFD6
2900200,10,10385,289,3,0.2,0.0,2018-03-31 10:15:08.600,UBY28YISBGZS7P5V3BTX
4265188,20,57747,97,15,0.0,0.0,2018-03-24 01:07:28.280,LA95X27BBNEJ8U1Y2W4T
3100769,19,75846,315,20,0.0,0.0,2018-02-22 07:25:19.400,R7L5VEE8453M0R9YVM3J
3192306,17,35456,375,9,0.0,0.0,2018-04-15 18:42:57.410,NXB8VXFYVCOW5THJ5CFK
256224,5,6522,157,2,0.0,0.0,2018-04-16 16:35:33.680,WLOMX1DYC2RLXP5TFD0B
5715140,3,2377,179,1,0.0,0.0,2018-04-29 19:17:09.900,VV38F3Y6AUZBVH1D2PYM
3903673,6,89472,396,23,0.0,0.0,2018-05-05 10:22:05.560,BQP50LQF67E5SKZKAIHQ
5410673,2,15732,123,4,0.0,0.0,2018-02-10 19:19:58.700,SNYDKDX2GDQ6G1FCJOBF
5333629,22,77619,246,20,0.0,0.0,2018-03-26 11:02:22.240,C9JZNXAREI7SHIGKQ0DY
3740955,17,26037,52,7,0.0,0.0,2018-05-06 02:38:33.850,LFBIXHZSP6L2SC0O6AZA
122327,2,71319,85,19,0.2,0.0,2018-05-06 11:04:48.070,P8BLOMWLSQUGB6EYU3T3
3384004,5,96148,297,25,0.0,0.0,2018-02-05 07:04:57.640,OLUX8TQGZ8QRRFGM901D
6283535,5,14047,15,4,0.0,0.0,2018-02-21 11:14:01.060,VBC3ZMRLUSFOTWA44RL7
1935042,5,63123,371,16,0.0,0.0,2018-03-29 21:23:42.690,WII3RHZXLHX7ZQCE9R6C
4608769,3,95377,102,25,0.0,0.0,2018-02-12 04:49:57.160,8678AV7ZUUB9W2AUXJW6
4630666,20,88230,445,23,0.0,0.0,2018-01-25 07:10:37.160,5EY4B26SGLP8QT26U2TG
5920920,8,17934,425,5,0.1,0.0,2018-02-23 02:58:03.210,F9PGWMOGHW25YORT2D7L
